,date,county,cases,deaths
206259,2020-06-04,Butte,60,1.0
206260,2020-06-04,Calaveras,15,0.0
206261,2020-06-04,Colusa,7,0.0
206262,2020-06-04,Contra Costa,1547,38.0
206263,2020-06-04,Del Norte,47,0.0
206264,2020-06-04,El Dorado,102,0.0
206265,2020-06-04,Fresno,2014,40.0
206266,2020-06-04,Glenn,17,0.0
206267,2020-06-04,Humboldt,104,4.0
206268,2020-06-04,Imperial,2540,28.0
206269,2020-06-04,Inyo,20,1.0
206270,2020-06-04,Kern,2472,45.0
206271,2020-06-04,Kings,1187,6.0
206272,2020-06-04,Lake,30,0.0
206273,2020-06-04,Lassen,5,0.0
206274,2020-06-04,Los Angeles,59650,2531.0
206275,2020-06-04,Madera,141,3.0
206276,2020-06-04,Marin,530,17.0
206277,2020-06-04,Mariposa,16,1.0
206278,2020-06-04,Mendocino,33,0.0
206279,2020-06-04,Merced,320,7.0
206280,2020-06-04,Mono,37,1.0
206281,2020-06-04,Monterey,621,10.0
206282,2020-06-04,Napa,127,3.0
206283,2020-06-04,Nevada,49,1.0
206284,2020-06-04,Orange,6939,165.0
206285,2020-06-04,Placer,259,9.0
206286,2020-06-04,Plumas,4,0.0
206287,2020-06-04,Riverside,8303,345.0
206288,2020-06-04,Sacramento,1489,58.0
206289,2020-06-04,San Benito,102,2.0
206290,2020-06-04,San Bernardino,5793,210.0
206291,2020-06-04,San Diego,8003,312.0
206292,2020-06-04,San Francisco,2647,43.0
206293,2020-06-04,San Joaquin,1024,36.0
206294,2020-06-04,San Luis Obispo,288,1.0
206295,2020-06-04,San Mateo,2244,84.0
206296,2020-06-04,Santa Barbara,1729,14.0
206297,2020-06-04,Santa Clara,2850,145.0
206298,2020-06-04,Santa Cruz,219,3.0
206299,2020-06-04,Shasta,42,4.0
206300,2020-06-04,Sierra,1,0.0
206301,2020-06-04,Siskiyou,9,0.0
206302,2020-06-04,Solano,570,22.0
206303,2020-06-04,Sonoma,610,4.0
206304,2020-06-04,Stanislaus,816,31.0
206305,2020-06-04,Sutter,51,2.0
206306,2020-06-04,Tehama,7,1.0
206307,2020-06-04,Trinity,2,0.0
206308,2020-06-04,Tulare,2083,92.0
206309,2020-06-04,Tuolumne,5,0.0
206310,2020-06-04,Ventura,1216,35.0
206311,2020-06-04,Yolo,216,24.0
206312,2020-06-04,Yuba,31,1.0
209337,2020-06-05,Alameda,3746,104.0
209338,2020-06-05,Alpine,2,0.0
209339,2020-06-05,Amador,9,0.0
209340,2020-06-05,Butte,65,1.0
209341,2020-06-05,Calaveras,19,0.0
209342,2020-06-05,Colusa,7,0.0
209343,2020-06-05,Contra Costa,1577,38.0
209344,2020-06-05,Del Norte,47,0.0
209345,2020-06-05,El Dorado,106,0.0
209346,2020-06-05,Fresno,2080,43.0
209347,2020-06-05,Glenn,18,0.0
209348,2020-06-05,Humboldt,109,4.0
209349,2020-06-05,Imperial,2631,29.0
209350,2020-06-05,Inyo,20,1.0
209351,2020-06-05,Kern,2544,45.0
209352,2020-06-05,Kings,1452,6.0
209353,2020-06-05,Lake,30,0.0
209354,2020-06-05,Lassen,6,0.0
209355,2020-06-05,Los Angeles,61045,2565.0
209356,2020-06-05,Madera,155,3.0
209357,2020-06-05,Marin,551,17.0
209358,2020-06-05,Mariposa,16,1.0
209359,2020-06-05,Mendocino,33,0.0
209360,2020-06-05,Merced,334,7.0
209361,2020-06-05,Mono,37,1.0
209362,2020-06-05,Monterey,640,10.0
209363,2020-06-05,Napa,130,3.0
209364,2020-06-05,Nevada,50,1.0
209365,2020-06-05,Orange,7192,174.0
209366,2020-06-05,Placer,265,9.0
209367,2020-06-05,Plumas,4,0.0
209368,2020-06-05,Riverside,8777,355.0
209369,2020-06-05,Sacramento,1518,59.0
209370,2020-06-05,San Benito,105,2.0
209371,2020-06-05,San Bernardino,5930,217.0
209372,2020-06-05,San Diego,8243,312.0
209373,2020-06-05,San Francisco,2701,43.0
209374,2020-06-05,San Joaquin,1050,36.0
209375,2020-06-05,San Luis Obispo,291,1.0
209376,2020-06-05,San Mateo,2299,84.0
209377,2020-06-05,Santa Barbara,1779,14.0
209378,2020-06-05,Santa Clara,2892,145.0
209379,2020-06-05,Santa Cruz,221,3.0
209380,2020-06-05,Shasta,42,4.0
209381,2020-06-05,Sierra,1,0.0
209382,2020-06-05,Siskiyou,9,0.0
209383,2020-06-05,Solano,571,23.0
209384,2020-06-05,Sonoma,624,4.0
209385,2020-06-05,Stanislaus,840,31.0
209386,2020-06-05,Sutter,52,2.0
209387,2020-06-05,Tehama,8,1.0
209388,2020-06-05,Trinity,3,0.0
209389,2020-06-05,Tulare,2116,92.0
209390,2020-06-05,Tuolumne,7,0.0
209391,2020-06-05,Ventura,1261,35.0
209392,2020-06-05,Yolo,218,24.0
209393,2020-06-05,Yuba,32,1.0
212422,2020-06-06,Alameda,3826,104.0
212423,2020-06-06,Alpine,2,0.0
212424,2020-06-06,Amador,9,0.0
212425,2020-06-06,Butte,65,1.0
212426,2020-06-06,Calaveras,19,0.0
212427,2020-06-06,Colusa,7,0.0
212428,2020-06-06,Contra Costa,1633,38.0
212429,2020-06-06,Del Norte,47,0.0
212430,2020-06-06,El Dorado,106,0.0
212431,2020-06-06,Fresno,2122,43.0
212432,2020-06-06,Glenn,18,0.0
212433,2020-06-06,Humboldt,111,4.0
212434,2020-06-06,Imperial,2778,32.0
212435,2020-06-06,Inyo,21,1.0
212436,2020-06-06,Kern,2660,46.0
212437,2020-06-06,Kings,1492,6.0
212438,2020-06-06,Lake,30,0.0
212439,2020-06-06,Lassen,6,0.0
212440,2020-06-06,Los Angeles,62338,2620.0
212441,2020-06-06,Madera,163,3.0
212442,2020-06-06,Marin,571,17.0
212443,2020-06-06,Mariposa,16,1.0
212444,2020-06-06,Mendocino,33,0.0
212445,2020-06-06,Merced,334,7.0
212446,2020-06-06,Mono,37,1.0
212447,2020-06-06,Monterey,667,10.0
212448,2020-06-06,Napa,142,3.0
212449,2020-06-06,Nevada,50,1.0
212450,2020-06-06,Orange,7391,176.0
212451,2020-06-06,Placer,275,9.0
212452,2020-06-06,Plumas,4,0.0
212453,2020-06-06,Riverside,8777,355.0
212454,2020-06-06,Sacramento,1536,59.0
212455,2020-06-06,San Benito,105,2.0
212456,2020-06-06,San Bernardino,6040,224.0
212457,2020-06-06,San Diego,8408,312.0
212458,2020-06-06,San Francisco,2715,43.0
212459,2020-06-06,San Joaquin,1118,37.0
212460,2020-06-06,San Luis Obispo,293,1.0
212461,2020-06-06,San Mateo,2331,88.0
212462,2020-06-06,Santa Barbara,1795,15.0
212463,2020-06-06,Santa Clara,2920,145.0
212464,2020-06-06,Santa Cruz,226,3.0
212465,2020-06-06,Shasta,42,4.0
212466,2020-06-06,Sierra,1,0.0
212467,2020-06-06,Siskiyou,9,0.0
212468,2020-06-06,Solano,571,23.0
212469,2020-06-06,Sonoma,642,4.0
212470,2020-06-06,Stanislaus,865,33.0
212471,2020-06-06,Sutter,55,2.0
212472,2020-06-06,Tehama,8,1.0
212473,2020-06-06,Trinity,3,0.0
212474,2020-06-06,Tulare,2180,92.0
212475,2020-06-06,Tuolumne,7,0.0
212476,2020-06-06,Ventura,1274,35.0
212477,2020-06-06,Yolo,221,24.0
212478,2020-06-06,Yuba,32,1.0
215509,2020-06-07,Alameda,3895,104.0
215510,2020-06-07,Alpine,2,0.0
215511,2020-06-07,Amador,9,0.0
215512,2020-06-07,Butte,65,1.0
215513,2020-06-07,Calaveras,19,0.0
215514,2020-06-07,Colusa,7,0.0
215515,2020-06-07,Contra Costa,1668,39.0
215516,2020-06-07,Del Norte,47,0.0
215517,2020-06-07,El Dorado,106,0.0
215518,2020-06-07,Fresno,2122,43.0
215519,2020-06-07,Glenn,18,0.0
215520,2020-06-07,Humboldt,112,4.0
215521,2020-06-07,Imperial,3047,32.0
215522,2020-06-07,Inyo,21,1.0
215523,2020-06-07,Kern,2730,46.0
215524,2020-06-07,Kings,1538,6.0
215525,2020-06-07,Lake,30,0.0
215526,2020-06-07,Lassen,6,0.0
215527,2020-06-07,Los Angeles,63844,2645.0
215528,2020-06-07,Madera,163,3.0
215529,2020-06-07,Marin,589,17.0
215530,2020-06-07,Mariposa,16,1.0
215531,2020-06-07,Mendocino,33,0.0
215532,2020-06-07,Merced,334,7.0
215533,2020-06-07,Mono,37,1.0
215534,2020-06-07,Monterey,732,10.0
215535,2020-06-07,Napa,142,3.0
215536,2020-06-07,Nevada,50,1.0
215537,2020-06-07,Orange,7576,177.0
215538,2020-06-07,Placer,284,9.0
215539,2020-06-07,Plumas,4,0.0
215540,2020-06-07,Riverside,8935,355.0
215541,2020-06-07,Sacramento,1568,59.0
215542,2020-06-07,San Benito,107,2.0
215543,2020-06-07,San Bernardino,6040,224.0
215544,2020-06-07,San Diego,8539,312.0
215545,2020-06-07,San Francisco,2750,43.0
215546,2020-06-07,San Joaquin,1161,37.0
215547,2020-06-07,San Luis Obispo,295,1.0
215548,2020-06-07,San Mateo,2342,88.0
215549,2020-06-07,Santa Barbara,1815,15.0
215550,2020-06-07,Santa Clara,2942,145.0
215551,2020-06-07,Santa Cruz,231,3.0
215552,2020-06-07,Shasta,44,4.0
215553,2020-06-07,Sierra,1,0.0
215554,2020-06-07,Siskiyou,9,0.0
215555,2020-06-07,Solano,571,23.0
215556,2020-06-07,Sonoma,653,4.0
215557,2020-06-07,Stanislaus,901,33.0
215558,2020-06-07,Sutter,58,2.0
215559,2020-06-07,Tehama,8,1.0
215560,2020-06-07,Trinity,3,0.0
215561,2020-06-07,Tulare,2213,92.0
215562,2020-06-07,Tuolumne,7,0.0
215563,2020-06-07,Ventura,1303,35.0
215564,2020-06-07,Yolo,223,24.0
215565,2020-06-07,Yuba,32,1.0
218600,2020-06-08,Alameda,3966,104.0
218601,2020-06-08,Alpine,2,0.0
218602,2020-06-08,Amador,9,0.0
218603,2020-06-08,Butte,68,1.0
218604,2020-06-08,Calaveras,19,0.0
218605,2020-06-08,Colusa,7,0.0
218606,2020-06-08,Contra Costa,1706,40.0
218607,2020-06-08,Del Norte,47,0.0
218608,2020-06-08,El Dorado,109,0.0
218609,2020-06-08,Fresno,2216,46.0
218610,2020-06-08,Glenn,19,0.0
218611,2020-06-08,Humboldt,112,4.0
218612,2020-06-08,Imperial,3048,37.0
218613,2020-06-08,Inyo,21,1.0
218614,2020-06-08,Kern,2804,47.0
218615,2020-06-08,Kings,1567,6.0
218616,2020-06-08,Lake,30,0.0
218617,2020-06-08,Lassen,8,0.0
218618,2020-06-08,Los Angeles,64644,2655.0
218619,2020-06-08,Madera,172,3.0
218620,2020-06-08,Marin,625,17.0
218621,2020-06-08,Mariposa,16,1.0
218622,2020-06-08,Mendocino,36,0.0
218623,2020-06-08,Merced,367,7.0
218624,2020-06-08,Mono,37,1.0
218625,2020-06-08,Monterey,751,10.0
218626,2020-06-08,Napa,154,3.0
218627,2020-06-08,Nevada,50,1.0
218628,2020-06-08,Orange,7643,177.0
218629,2020-06-08,Placer,294,9.0
218630,2020-06-08,Plumas,4,0.0
218631,2020-06-08,Riverside,9206,356.0
218632,2020-06-08,Sacramento,1587,61.0
218633,2020-06-08,San Benito,109,2.0
218634,2020-06-08,San Bernardino,6247,224.0
218635,2020-06-08,San Diego,8682,312.0
218636,2020-06-08,San Francisco,2782,43.0
218637,2020-06-08,San Joaquin,1244,37.0
218638,2020-06-08,San Luis Obispo,299,1.0
218639,2020-06-08,San Mateo,2399,88.0
218640,2020-06-08,Santa Barbara,1818,15.0
218641,2020-06-08,Santa Clara,2973,146.0
218642,2020-06-08,Santa Cruz,234,3.0
218643,2020-06-08,Shasta,46,4.0
218644,2020-06-08,Sierra,1,0.0
218645,2020-06-08,Siskiyou,12,0.0
218646,2020-06-08,Solano,595,23.0
218647,2020-06-08,Sonoma,664,4.0
218648,2020-06-08,Stanislaus,937,33.0
218649,2020-06-08,Sutter,65,2.0
218650,2020-06-08,Tehama,8,1.0
218651,2020-06-08,Trinity,3,0.0
218652,2020-06-08,Tulare,2220,94.0
218653,2020-06-08,Tuolumne,7,0.0
218654,2020-06-08,Ventura,1341,35.0
218655,2020-06-08,Yolo,225,24.0
218656,2020-06-08,Yuba,32,1.0
221695,2020-06-09,Alameda,4006,110.0
221696,2020-06-09,Alpine,2,0.0
221697,2020-06-09,Amador,9,0.0
221698,2020-06-09,Butte,71,1.0
221699,2020-06-09,Calaveras,21,0.0
221700,2020-06-09,Colusa,7,0.0
221701,2020-06-09,Contra Costa,1774,43.0
221702,2020-06-09,Del Norte,47,0.0
221703,2020-06-09,El Dorado,111,0.0
221704,2020-06-09,Fresno,2286,48.0
221705,2020-06-09,Glenn,21,0.0
221706,2020-06-09,Humboldt,112,4.0
221707,2020-06-09,Imperial,3133,37.0
221708,2020-06-09,Inyo,22,1.0
221709,2020-06-09,Kern,2880,50.0
221710,2020-06-09,Kings,1637,6.0
221711,2020-06-09,Lake,30,0.0
221712,2020-06-09,Lassen,9,0.0
221713,2020-06-09,Los Angeles,65822,2707.0
221714,2020-06-09,Madera,174,3.0
221715,2020-06-09,Marin,635,17.0
221716,2020-06-09,Mariposa,16,1.0
221717,2020-06-09,Mendocino,36,0.0
221718,2020-06-09,Merced,372,7.0
221719,2020-06-09,Mono,37,1.0
221720,2020-06-09,Monterey,763,11.0
221721,2020-06-09,Napa,158,3.0
221722,2020-06-09,Nevada,50,1.0
221723,2020-06-09,Orange,7786,185.0
221724,2020-06-09,Placer,304,9.0
221725,2020-06-09,Plumas,4,0.0
221726,2020-06-09,Riverside,9590,365.0
221727,2020-06-09,Sacramento,1623,61.0
221728,2020-06-09,San Benito,109,2.0
221729,2020-06-09,San Bernardino,6417,224.0
221730,2020-06-09,San Diego,8792,312.0
221731,2020-06-09,San Francisco,2796,44.0
221732,2020-06-09,San Joaquin,1308,39.0
221733,2020-06-09,San Luis Obispo,302,1.0
221734,2020-06-09,San Mateo,2437,93.0
221735,2020-06-09,Santa Barbara,1838,15.0
221736,2020-06-09,Santa Clara,3017,150.0
221737,2020-06-09,Santa Cruz,234,3.0
221738,2020-06-09,Shasta,47,4.0
221739,2020-06-09,Sierra,1,0.0
221740,2020-06-09,Siskiyou,14,0.0
221741,2020-06-09,Solano,615,23.0
221742,2020-06-09,Sonoma,671,4.0
221743,2020-06-09,Stanislaus,991,33.0
221744,2020-06-09,Sutter,66,2.0
221745,2020-06-09,Tehama,8,1.0
221746,2020-06-09,Trinity,3,0.0
221747,2020-06-09,Tulare,2381,94.0
221748,2020-06-09,Tuolumne,8,0.0
221749,2020-06-09,Ventura,1382,35.0
221750,2020-06-09,Yolo,228,24.0
221751,2020-06-09,Yuba,32,1.0
224790,2020-06-10,Alameda,4054,110.0
224791,2020-06-10,Alpine,2,0.0
224792,2020-06-10,Amador,9,0.0
224793,2020-06-10,Butte,73,1.0
224794,2020-06-10,Calaveras,21,0.0
224795,2020-06-10,Colusa,7,0.0
224796,2020-06-10,Contra Costa,1798,43.0
224797,2020-06-10,Del Norte,47,0.0
224798,2020-06-10,El Dorado,111,0.0
224799,2020-06-10,Fresno,2318,49.0
224800,2020-06-10,Glenn,23,0.0
224801,2020-06-10,Humboldt,113,4.0
224802,2020-06-10,Imperial,3386,40.0
224803,2020-06-10,Inyo,22,1.0
224804,2020-06-10,Kern,2952,51.0
224805,2020-06-10,Kings,1688,6.0
224806,2020-06-10,Lake,30,0.0
224807,2020-06-10,Lassen,9,0.0
224808,2020-06-10,Los Angeles,67064,2768.0
224809,2020-06-10,Madera,178,3.0
224810,2020-06-10,Marin,651,17.0
224811,2020-06-10,Mariposa,16,1.0
224812,2020-06-10,Mendocino,36,0.0
224813,2020-06-10,Merced,387,7.0
224814,2020-06-10,Mono,37,1.0
224815,2020-06-10,Monterey,791,11.0
224816,2020-06-10,Napa,162,3.0
224817,2020-06-10,Nevada,50,1.0
224818,2020-06-10,Orange,7991,198.0
224819,2020-06-10,Placer,314,9.0
224820,2020-06-10,Plumas,4,0.0
224821,2020-06-10,Riverside,9911,372.0
224822,2020-06-10,Sacramento,1641,62.0
224823,2020-06-10,San Benito,109,2.0
224824,2020-06-10,San Bernardino,6593,225.0
224825,2020-06-10,San Diego,8900,312.0
224826,2020-06-10,San Francisco,2812,44.0
224827,2020-06-10,San Joaquin,1358,40.0
224828,2020-06-10,San Luis Obispo,306,1.0
224829,2020-06-10,San Mateo,2475,93.0
224830,2020-06-10,Santa Barbara,1855,15.0
224831,2020-06-10,Santa Clara,3032,150.0
224832,2020-06-10,Santa Cruz,239,3.0
224833,2020-06-10,Shasta,47,4.0
224834,2020-06-10,Sierra,1,0.0
224835,2020-06-10,Siskiyou,14,0.0
224836,2020-06-10,Solano,622,23.0
224837,2020-06-10,Sonoma,671,4.0
224838,2020-06-10,Stanislaus,1023,33.0
224839,2020-06-10,Sutter,67,2.0
224840,2020-06-10,Tehama,9,1.0
224841,2020-06-10,Trinity,3,0.0
224842,2020-06-10,Tulare,2432,96.0
224843,2020-06-10,Tuolumne,8,0.0
224844,2020-06-10,Ventura,1407,38.0
224845,2020-06-10,Yolo,227,24.0
224846,2020-06-10,Yuba,33,1.0
227892,2020-06-11,Alameda,4140,110.0
227893,2020-06-11,Alpine,2,0.0
227894,2020-06-11,Amador,9,0.0
227895,2020-06-11,Butte,73,1.0
227896,2020-06-11,Calaveras,25,0.0
227897,2020-06-11,Colusa,7,0.0
227898,2020-06-11,Contra Costa,1829,44.0
227899,2020-06-11,Del Norte,47,0.0
227900,2020-06-11,El Dorado,111,0.0
227901,2020-06-11,Fresno,2395,51.0
227902,2020-06-11,Glenn,24,0.0
227903,2020-06-11,Humboldt,112,4.0
227904,2020-06-11,Imperial,3454,42.0
227905,2020-06-11,Inyo,23,1.0
227906,2020-06-11,Kern,3026,53.0
227907,2020-06-11,Kings,1688,6.0
227908,2020-06-11,Lake,30,0.0
227909,2020-06-11,Lassen,9,0.0
227910,2020-06-11,Los Angeles,68875,2813.0
227911,2020-06-11,Madera,188,3.0
227912,2020-06-11,Marin,664,17.0
227913,2020-06-11,Mariposa,16,1.0
227914,2020-06-11,Mendocino,36,0.0
227915,2020-06-11,Merced,391,7.0
227916,2020-06-11,Mono,37,1.0
227917,2020-06-11,Monterey,814,11.0
227918,2020-06-11,Napa,164,3.0
227919,2020-06-11,Nevada,52,1.0
227920,2020-06-11,Orange,8222,202.0
227921,2020-06-11,Placer,327,9.0
227922,2020-06-11,Plumas,4,0.0
227923,2020-06-11,Riverside,10240,380.0
227924,2020-06-11,Sacramento,1669,63.0
227925,2020-06-11,San Benito,112,2.0
227926,2020-06-11,San Bernardino,6742,227.0
227927,2020-06-11,San Diego,9061,312.0
227928,2020-06-11,San Francisco,2843,44.0
227929,2020-06-11,San Joaquin,1437,42.0
227930,2020-06-11,San Luis Obispo,317,1.0
227931,2020-06-11,San Mateo,2494,93.0
227932,2020-06-11,Santa Barbara,1899,16.0
227933,2020-06-11,Santa Clara,3063,150.0
227934,2020-06-11,Santa Cruz,249,3.0
227935,2020-06-11,Shasta,48,4.0
227936,2020-06-11,Sierra,1,0.0
227937,2020-06-11,Siskiyou,14,0.0
227938,2020-06-11,Solano,648,23.0
227939,2020-06-11,Sonoma,701,4.0
227940,2020-06-11,Stanislaus,1072,33.0
227941,2020-06-11,Sutter,69,2.0
227942,2020-06-11,Tehama,10,1.0
227943,2020-06-11,Trinity,3,0.0
227944,2020-06-11,Tulare,2475,98.0
227945,2020-06-11,Tuolumne,8,0.0
227946,2020-06-11,Ventura,1466,38.0
227947,2020-06-11,Yolo,240,24.0
227948,2020-06-11,Yuba,34,1.0
230995,2020-06-12,Alameda,4237,110.0
230996,2020-06-12,Alpine,1,0.0
230997,2020-06-12,Amador,9,0.0
230998,2020-06-12,Butte,74,1.0
230999,2020-06-12,Calaveras,26,0.0
231000,2020-06-12,Colusa,7,0.0
231001,2020-06-12,Contra Costa,1877,44.0
231002,2020-06-12,Del Norte,47,0.0
231003,2020-06-12,El Dorado,113,0.0
231004,2020-06-12,Fresno,2478,52.0
231005,2020-06-12,Glenn,24,0.0
231006,2020-06-12,Humboldt,113,4.0
231007,2020-06-12,Imperial,3724,42.0
231008,2020-06-12,Inyo,23,1.0
231009,2020-06-12,Kern,3140,54.0
231010,2020-06-12,Kings,1724,6.0
231011,2020-06-12,Lake,31,0.0
231012,2020-06-12,Lassen,9,0.0
231013,2020-06-12,Los Angeles,70476,2832.0
231014,2020-06-12,Madera,198,3.0
231015,2020-06-12,Marin,692,17.0
231016,2020-06-12,Mariposa,16,1.0
231017,2020-06-12,Mendocino,38,0.0
231018,2020-06-12,Merced,409,7.0
231019,2020-06-12,Mono,37,1.0
231020,2020-06-12,Monterey,865,11.0
231021,2020-06-12,Napa,169,3.0
231022,2020-06-12,Nevada,52,1.0
231023,2020-06-12,Orange,8304,210.0
231024,2020-06-12,Placer,344,9.0
231025,2020-06-12,Plumas,4,0.0
231026,2020-06-12,Riverside,10490,383.0
231027,2020-06-12,Sacramento,1703,63.0
231028,2020-06-12,San Benito,118,2.0
231029,2020-06-12,San Bernardino,6976,229.0
231030,2020-06-12,San Diego,9193,313.0
231031,2020-06-12,San Francisco,2880,44.0
231032,2020-06-12,San Joaquin,1493,42.0
231033,2020-06-12,San Luis Obispo,324,1.0
231034,2020-06-12,San Mateo,2533,99.0
231035,2020-06-12,Santa Barbara,1959,16.0
231036,2020-06-12,Santa Clara,3117,151.0
231037,2020-06-12,Santa Cruz,254,3.0
231038,2020-06-12,Shasta,48,5.0
231039,2020-06-12,Sierra,1,0.0
231040,2020-06-12,Siskiyou,15,0.0
231041,2020-06-12,Solano,662,23.0
231042,2020-06-12,Sonoma,722,4.0
231043,2020-06-12,Stanislaus,1072,33.0
231044,2020-06-12,Sutter,78,2.0
231045,2020-06-12,Tehama,10,1.0
231046,2020-06-12,Trinity,3,0.0
231047,2020-06-12,Tulare,2564,98.0
231048,2020-06-12,Tuolumne,8,0.0
231049,2020-06-12,Ventura,1518,40.0
231050,2020-06-12,Yolo,248,24.0
231051,2020-06-12,Yuba,35,1.0
234101,2020-06-13,Alameda,4237,110.0
234102,2020-06-13,Alpine,1,0.0
234103,2020-06-13,Amador,9,0.0
234104,2020-06-13,Butte,74,1.0
234105,2020-06-13,Calaveras,26,0.0
234106,2020-06-13,Colusa,7,0.0
234107,2020-06-13,Contra Costa,1921,44.0
234108,2020-06-13,Del Norte,47,0.0
234109,2020-06-13,El Dorado,113,0.0
234110,2020-06-13,Fresno,2547,52.0
234111,2020-06-13,Glenn,24,0.0
234112,2020-06-13,Humboldt,106,4.0
234113,2020-06-13,Imperial,4157,42.0
234114,2020-06-13,Inyo,23,1.0
234115,2020-06-13,Kern,3205,55.0
234116,2020-06-13,Kings,1759,6.0
234117,2020-06-13,Lake,31,0.0
234118,2020-06-13,Lassen,9,0.0
234119,2020-06-13,Los Angeles,72023,2890.0
234120,2020-06-13,Madera,198,3.0
234121,2020-06-13,Marin,713,17.0
234122,2020-06-13,Mariposa,16,1.0
234123,2020-06-13,Mendocino,38,0.0
234124,2020-06-13,Merced,409,7.0
234125,2020-06-13,Mono,37,1.0
234126,2020-06-13,Monterey,899,11.0
234127,2020-06-13,Napa,184,3.0
234128,2020-06-13,Nevada,52,1.0
234129,2020-06-13,Orange,8440,217.0
234130,2020-06-13,Placer,358,9.0
234131,2020-06-13,Plumas,4,0.0
234132,2020-06-13,Riverside,10616,383.0
234133,2020-06-13,Sacramento,1715,63.0
234134,2020-06-13,San Benito,121,2.0
234135,2020-06-13,San Bernardino,7161,229.0
234136,2020-06-13,San Diego,9377,319.0
234137,2020-06-13,San Francisco,2909,44.0
234138,2020-06-13,San Joaquin,1547,43.0
234139,2020-06-13,San Luis Obispo,324,1.0
234140,2020-06-13,San Mateo,2553,99.0
234141,2020-06-13,Santa Barbara,1969,16.0
234142,2020-06-13,Santa Clara,3157,151.0
234143,2020-06-13,Santa Cruz,255,3.0
234144,2020-06-13,Shasta,49,5.0
234145,2020-06-13,Sierra,1,0.0
234146,2020-06-13,Siskiyou,15,0.0
234147,2020-06-13,Solano,662,23.0
234148,2020-06-13,Sonoma,752,4.0
234149,2020-06-13,Stanislaus,1092,33.0
234150,2020-06-13,Sutter,83,2.0
234151,2020-06-13,Tehama,13,1.0
234152,2020-06-13,Trinity,3,0.0
234153,2020-06-13,Tulare,2564,98.0
234154,2020-06-13,Tuolumne,8,0.0
234155,2020-06-13,Ventura,1534,40.0
234156,2020-06-13,Yolo,252,24.0
234157,2020-06-13,Yuba,35,1.0
237208,2020-06-14,Alameda,4341,112.0
237209,2020-06-14,Alpine,1,0.0
237210,2020-06-14,Amador,9,0.0
237211,2020-06-14,Butte,74,1.0
237212,2020-06-14,Calaveras,26,0.0
237213,2020-06-14,Colusa,7,0.0
237214,2020-06-14,Contra Costa,1959,44.0
237215,2020-06-14,Del Norte,47,0.0
237216,2020-06-14,El Dorado,113,0.0
237217,2020-06-14,Fresno,2547,52.0
237218,2020-06-14,Glenn,24,0.0
237219,2020-06-14,Humboldt,106,4.0
237220,2020-06-14,Imperial,4157,42.0
237221,2020-06-14,Inyo,23,1.0
237222,2020-06-14,Kern,3291,55.0
237223,2020-06-14,Kings,1805,6.0
237224,2020-06-14,Lake,31,0.0
237225,2020-06-14,Lassen,9,0.0
237226,2020-06-14,Los Angeles,73018,2907.0
237227,2020-06-14,Madera,203,3.0
237228,2020-06-14,Marin,730,17.0
237229,2020-06-14,Mariposa,16,1.0
237230,2020-06-14,Mendocino,38,0.0
237231,2020-06-14,Merced,409,7.0
237232,2020-06-14,Mono,37,1.0
237233,2020-06-14,Monterey,949,12.0
237234,2020-06-14,Napa,184,3.0
237235,2020-06-14,Nevada,52,1.0
237236,2020-06-14,Orange,8581,221.0
237237,2020-06-14,Placer,372,9.0
237238,2020-06-14,Plumas,4,0.0
237239,2020-06-14,Riverside,10931,383.0
237240,2020-06-14,Sacramento,1752,63.0
237241,2020-06-14,San Benito,125,2.0
237242,2020-06-14,San Bernardino,7359,229.0
237243,2020-06-14,San Diego,9503,320.0
237244,2020-06-14,San Francisco,2931,45.0
237245,2020-06-14,San Joaquin,1652,43.0
237246,2020-06-14,San Luis Obispo,326,1.0
237247,2020-06-14,San Mateo,2553,99.0
237248,2020-06-14,Santa Barbara,1999,18.0
237249,2020-06-14,Santa Clara,3197,152.0
237250,2020-06-14,Santa Cruz,257,3.0
237251,2020-06-14,Shasta,50,5.0
237252,2020-06-14,Sierra,1,0.0
237253,2020-06-14,Siskiyou,16,0.0
237254,2020-06-14,Solano,662,23.0
237255,2020-06-14,Sonoma,758,4.0
237256,2020-06-14,Stanislaus,1122,34.0
237257,2020-06-14,Sutter,86,2.0
237258,2020-06-14,Tehama,17,1.0
237259,2020-06-14,Trinity,3,0.0
237260,2020-06-14,Tulare,2626,98.0
237261,2020-06-14,Tuolumne,9,0.0
237262,2020-06-14,Ventura,1567,40.0
237263,2020-06-14,Yolo,253,24.0
237264,2020-06-14,Yuba,35,1.0
240316,2020-06-15,Alameda,4394,112.0
240317,2020-06-15,Alpine,1,0.0
240318,2020-06-15,Amador,10,0.0
240319,2020-06-15,Butte,82,1.0
240320,2020-06-15,Calaveras,26,0.0
240321,2020-06-15,Colusa,7,0.0
240322,2020-06-15,Contra Costa,1983,44.0
240323,2020-06-15,Del Norte,47,0.0
240324,2020-06-15,El Dorado,117,0.0
240325,2020-06-15,Fresno,2706,55.0
240326,2020-06-15,Glenn,32,0.0
240327,2020-06-15,Humboldt,106,4.0
240328,2020-06-15,Imperial,4298,46.0
240329,2020-06-15,Inyo,23,1.0
240330,2020-06-15,Kern,3377,55.0
240331,2020-06-15,Kings,1831,8.0
240332,2020-06-15,Lake,34,0.0
240333,2020-06-15,Lassen,9,0.0
